Epoch,Iteration,TimeSinceStart,TrainingLoss,ValidationLoss,BaseLearnRate,TrainingAccuracy,TrainingRMSE,ValidationAccuracy,ValidationRMSE,State
0,0,,,,,,,,,start
1,1,25.435133,2.7513210773468,3.09708833694458,0.00999999977648258,9.375,2.97401833534241,10.16,,iteration
1,2,25.975393,2.95442295074463,,0.00999999977648258,9.375,4.33315896987915,,,iteration
1,3,26.240342,4.41748857498169,,0.00999999977648258,9.375,6.61042499542236,,,iteration
1,4,26.50444,4.0460205078125,,0.00999999977648258,15.625,8.73276424407959,,,iteration
1,5,26.77462,5.79075956344604,,0.00999999977648258,6.25,11.5452795028687,,,iteration
1,6,27.040492,6.88768672943115,,0.00999999977648258,3.125,12.8648252487183,,,iteration
1,7,27.305895,5.8214545249939,,0.00999999977648258,9.375,13.4810848236084,,,iteration
1,8,27.576347,7.66762161254883,,0.00999999977648258,12.5,13.6347885131836,,,iteration
1,9,27.853572,6.89355564117432,,0.00999999977648258,18.75,13.104380607605,,,iteration
1,10,28.125971,6.38285875320435,,0.00999999977648258,6.25,16.3996448516846,,,iteration
1,11,28.394142,8.10324764251709,,0.00999999977648258,9.375,20.1065330505371,,,iteration
1,12,28.659937,7.24122762680054,,0.00999999977648258,9.375,21.9768924713135,,,iteration
1,13,28.923266,7.09005308151245,,0.00999999977648258,3.125,21.8538951873779,,,iteration
1,14,29.195112,7.69363355636597,,0.00999999977648258,15.625,21.9678611755371,,,iteration
1,15,29.460039,7.43911457061768,,0.00999999977648258,18.75,21.2972984313965,,,iteration
1,16,29.733221,8.50300025939941,,0.00999999977648258,12.5,21.9348850250244,,,iteration
1,17,30.000647,8.97486877441406,,0.00999999977648258,6.25,21.3813800811768,,,iteration
1,18,30.26796,10.9298276901245,,0.00999999977648258,15.625,24.6336936950684,,,iteration
1,19,30.532666,12.180685043335,,0.00999999977648258,6.25,25.7534255981445,,,iteration
1,20,30.832841,7.40171051025391,,0.00999999977648258,18.75,26.5538005828857,,,iteration
1,21,31.118153,12.9180860519409,,0.00999999977648258,9.375,30.9480381011963,,,iteration
1,22,31.387004,13.9356660842896,,0.00999999977648258,6.25,32.3248443603516,,,iteration
1,23,31.654384,8.99639987945557,,0.00999999977648258,18.75,32.0087280273438,,,iteration
1,24,31.927662,9.26709842681885,,0.00999999977648258,6.25,33.7334938049316,,,iteration
1,25,32.207943,5.16421699523926,,0.00999999977648258,25,36.2484359741211,,,iteration
1,26,32.469992,14.3000411987305,,0.00999999977648258,9.375,45.0747413635254,,,iteration
1,27,32.740399,14.0540475845337,,0.00999999977648258,18.75,47.3055648803711,,,iteration
1,28,33.005974,7.34694480895996,,0.00999999977648258,3.125,48.3450698852539,,,iteration
1,29,33.302896,10.2166843414307,,0.00999999977648258,6.25,50.4976005554199,,,iteration
1,30,33.601771,13.8722343444824,,0.00999999977648258,6.25,48.5941848754883,,,iteration
1,31,33.880419,6.12531709671021,,0.00999999977648258,6.25,43.175968170166,,,iteration
1,32,34.147515,8.19732093811035,,0.00999999977648258,9.375,41.2823638916016,,,iteration
1,33,34.412893,7.61810636520386,,0.00999999977648258,3.125,45.5124168395996,,,iteration
1,34,34.678374,5.01142597198486,,0.00999999977648258,15.625,50.3446617126465,,,iteration
1,35,34.941931,11.3761377334595,,0.00999999977648258,3.125,56.2696876525879,,,iteration
1,36,35.217271,3.55719232559204,,0.00999999977648258,3.125,59.4056358337402,,,iteration
1,37,35.47986,10.3049936294556,,0.00999999977648258,6.25,63.2193908691406,,,iteration
1,38,35.751501,14.3564147949219,,0.00999999977648258,12.5,65.6343231201172,,,iteration
1,39,36.016001,6.18034219741821,,0.00999999977648258,18.75,63.4915313720703,,,iteration
1,40,36.280969,7.82910776138306,,0.00999999977648258,9.375,64.6437530517578,,,iteration
1,41,36.546509,17.8749027252197,,0.00999999977648258,6.25,68.3341827392578,,,iteration
1,42,36.816428,11.8798341751099,,0.00999999977648258,6.25,69.5612640380859,,,iteration
1,43,37.082105,5.04824542999268,,0.00999999977648258,3.125,70.0194091796875,,,iteration
1,44,37.345492,5.97949934005737,,0.00999999977648258,6.25,73.6368942260742,,,iteration
1,45,37.615085,16.522439956665,,0.00999999977648258,18.75,80.6897354125977,,,iteration
1,46,37.878076,12.8450021743774,,0.00999999977648258,9.375,79.4382400512695,,,iteration
1,47,38.150709,14.2317876815796,,0.00999999977648258,18.75,76.7436981201172,,,iteration
1,48,38.410327,10.8542137145996,,0.00999999977648258,3.125,69.014518737793,,,iteration
1,49,38.680054,2.66293001174927,,0.00999999977648258,15.625,60.4164237976074,,,iteration
1,50,38.943505,13.3693752288818,,0.00999999977648258,6.25,60.0406379699707,,,iteration
1,51,39.218589,7.70223903656006,,0.00999999977648258,6.25,59.2754898071289,,,iteration
1,52,39.482035,11.6445837020874,,0.00999999977648258,9.375,59.8285179138184,,,iteration
1,53,39.748464,4.9156756401062,,0.00999999977648258,9.375,64.84716796875,,,iteration
1,54,40.016127,5.89170265197754,,0.00999999977648258,0,73.2691955566406,,,iteration
1,55,40.279008,5.62056827545166,,0.00999999977648258,9.375,82.6907196044922,,,iteration
1,56,40.554178,7.26988458633423,,0.00999999977648258,6.25,92.2098083496094,,,iteration
1,57,40.816944,2.99433088302612,,0.00999999977648258,12.5,100.19580078125,,,iteration
1,58,41.088697,2.45167207717896,,0.00999999977648258,15.625,108.151710510254,,,iteration
1,59,41.371125,5.95137214660645,,0.00999999977648258,15.625,115.584732055664,,,iteration
1,60,41.661914,2.39130473136902,,0.00999999977648258,12.5,121.417961120605,,,iteration
