Epoch,Iteration,TimeSinceStart,TrainingLoss,ValidationLoss,BaseLearnRate,TrainingAccuracy,TrainingRMSE,ValidationAccuracy,ValidationRMSE,State
0,0,,,,,,,,,start
1,1,9.697835,2.33305358886719,2.37424111366272,0.00999999977648258,9.375,1.37286579608917,9.59,,iteration
1,2,9.942266,2.46785855293274,,0.00999999977648258,15.625,1.51120948791504,,,iteration
1,3,9.992873,2.24655866622925,,0.00999999977648258,15.625,1.30773317813873,,,iteration
1,4,10.016542,2.38987731933594,,0.00999999977648258,12.5,1.3873724937439,,,iteration
1,5,10.057946,2.30084085464478,,0.00999999977648258,3.125,1.30930280685425,,,iteration
1,6,10.093846,2.10354089736938,,0.00999999977648258,28.125,1.14704883098602,,,iteration
1,7,10.102898,2.27557754516602,,0.00999999977648258,15.625,1.32835614681244,,,iteration
1,8,10.110395,2.13248705863953,,0.00999999977648258,43.75,1.25047814846039,,,iteration
1,9,10.117794,2.08775949478149,,0.00999999977648258,37.5,1.20477449893951,,,iteration
1,10,10.125196,1.89460957050323,,0.00999999977648258,59.375,1.13773310184479,,,iteration
1,11,10.132585,2.08561158180237,,0.00999999977648258,25,1.30293607711792,,,iteration
1,12,10.140041,2.00104594230652,,0.00999999977648258,34.375,1.48963177204132,,,iteration
1,13,10.147448,1.60055887699127,,0.00999999977648258,65.625,1.30648148059845,,,iteration
1,14,10.15482,1.7643324136734,,0.00999999977648258,46.875,1.45506942272186,,,iteration
1,15,10.162189,1.67350661754608,,0.00999999977648258,50,1.47593808174133,,,iteration
1,16,10.169597,1.52810108661652,,0.00999999977648258,68.75,1.45730316638947,,,iteration
1,17,10.176971,1.65521740913391,,0.00999999977648258,59.375,1.46682810783386,,,iteration
1,18,10.184327,1.46798479557037,,0.00999999977648258,65.625,1.93362355232239,,,iteration
1,19,10.191758,1.42655467987061,,0.00999999977648258,68.75,1.67945456504822,,,iteration
1,20,10.199132,1.37674117088318,,0.00999999977648258,71.875,1.87118446826935,,,iteration
1,21,10.206539,1.24850451946259,,0.00999999977648258,65.625,2.06085968017578,,,iteration
1,22,10.213916,1.38673007488251,,0.00999999977648258,68.75,2.21070885658264,,,iteration
1,23,10.221304,1.1945161819458,,0.00999999977648258,65.625,2.14658713340759,,,iteration
1,24,10.228735,1.26005148887634,,0.00999999977648258,68.75,2.4485559463501,,,iteration
1,25,10.236153,1.25909876823425,,0.00999999977648258,68.75,2.59469509124756,,,iteration
1,26,10.243561,1.21938169002533,,0.00999999977648258,62.5,2.42214131355286,,,iteration
1,27,10.250925,0.840318202972412,,0.00999999977648258,78.125,3.02789926528931,,,iteration
1,28,10.258327,1.2832590341568,,0.00999999977648258,68.75,2.69501066207886,,,iteration
1,29,10.265728,1.09181880950928,,0.00999999977648258,71.875,3.03334641456604,,,iteration
1,30,10.273129,1.02175080776215,,0.00999999977648258,65.625,3.19270086288452,,,iteration
1,31,10.280529,0.912562072277069,,0.00999999977648258,71.875,3.15154600143433,,,iteration
1,32,10.287953,0.821201264858246,,0.00999999977648258,84.375,3.57496380805969,,,iteration
1,33,10.295666,1.20191812515259,,0.00999999977648258,68.75,3.56106448173523,,,iteration
1,34,10.303076,1.09397196769714,,0.00999999977648258,56.25,3.89463639259338,,,iteration
1,35,10.310529,1.03541696071625,,0.00999999977648258,75,3.72596454620361,,,iteration
1,36,10.317953,0.633615851402283,,0.00999999977648258,87.5,4.32230949401855,,,iteration
1,37,10.3254,0.811339616775513,,0.00999999977648258,81.25,4.12720251083374,,,iteration
1,38,10.33282,0.750169992446899,,0.00999999977648258,84.375,3.80627536773682,,,iteration
1,39,10.340275,0.60718959569931,,0.00999999977648258,93.75,4.27190017700195,,,iteration
1,40,10.347763,0.765453577041626,,0.00999999977648258,87.5,4.40988874435425,,,iteration
1,41,10.355144,0.702389597892761,,0.00999999977648258,78.125,4.6018762588501,,,iteration
1,42,10.362566,0.545990765094757,,0.00999999977648258,87.5,5.15911960601807,,,iteration
1,43,10.37001,0.903463184833527,,0.00999999977648258,78.125,4.43489789962769,,,iteration
1,44,10.377485,0.735108554363251,,0.00999999977648258,90.625,5.04385471343994,,,iteration
1,45,10.384886,0.712955594062805,,0.00999999977648258,84.375,5.07827520370483,,,iteration
1,46,10.392424,0.731611371040344,,0.00999999977648258,75,5.44781827926636,,,iteration
1,47,10.400066,0.792166352272034,,0.00999999977648258,75,4.78359365463257,,,iteration
1,48,10.408039,0.729235827922821,,0.00999999977648258,68.75,5.75812101364136,,,iteration
1,49,10.416568,0.611136198043823,,0.00999999977648258,90.625,4.97125577926636,,,iteration
1,50,10.425235,0.701968908309937,,0.00999999977648258,81.25,5.46044731140137,,,iteration
1,51,10.433129,0.592321813106537,,0.00999999977648258,84.375,5.1080379486084,,,iteration
1,52,10.440653,0.668863236904144,,0.00999999977648258,84.375,5.35172843933105,,,iteration
1,53,10.448074,0.49460631608963,,0.00999999977648258,96.875,5.3032374382019,,,iteration
1,54,10.455502,0.763735115528107,,0.00999999977648258,78.125,5.20771932601929,,,iteration
1,55,10.462885,0.55531233549118,,0.00999999977648258,84.375,5.32871580123901,,,iteration
1,56,10.470305,0.762649238109589,,0.00999999977648258,81.25,5.65095901489258,,,iteration
1,57,10.477735,0.729857444763184,,0.00999999977648258,84.375,6.24354648590088,,,iteration
1,58,10.485204,0.697442471981049,,0.00999999977648258,78.125,5.63702154159546,,,iteration
1,59,10.492617,0.483806431293488,,0.00999999977648258,90.625,5.78386306762695,,,iteration
1,60,10.500659,0.581426024436951,,0.00999999977648258,84.375,6.29564428329468,,,iteration
1,61,10.508547,0.517829716205597,,0.00999999977648258,81.25,5.87107038497925,,,iteration
1,62,10.516009,0.498397171497345,,0.00999999977648258,90.625,6.15517950057983,,,iteration
1,63,10.52344,0.451967716217041,,0.00999999977648258,93.75,6.02950954437256,,,iteration
1,64,10.530807,0.470045447349548,,0.00999999977648258,93.75,5.66709136962891,,,iteration
1,65,10.538285,0.519361913204193,,0.00999999977648258,90.625,5.96700763702393,,,iteration
1,66,10.545707,0.477593809366226,,0.00999999977648258,84.375,6.46220731735229,,,iteration
1,67,10.553106,0.700837433338165,,0.00999999977648258,78.125,6.19939279556274,,,iteration
1,68,10.560551,0.544469892978668,,0.00999999977648258,84.375,6.66218614578247,,,iteration
1,69,10.567992,0.677311480045319,,0.00999999977648258,75,6.65841054916382,,,iteration
1,70,10.575443,0.579938292503357,,0.00999999977648258,78.125,6.0663366317749,,,iteration
1,71,10.582832,0.585545778274536,,0.00999999977648258,78.125,6.2688193321228,,,iteration
1,72,10.590283,0.444588750600815,,0.00999999977648258,87.5,7.17342805862427,,,iteration
1,73,10.597837,0.336609303951263,,0.00999999977648258,90.625,6.39260101318359,,,iteration
1,74,10.605534,0.41332283616066,,0.00999999977648258,87.5,6.6862850189209,,,iteration
1,75,10.613065,0.287096083164215,,0.00999999977648258,93.75,6.38431644439697,,,iteration
1,76,10.620535,0.447340279817581,,0.00999999977648258,90.625,6.17251777648926,,,iteration
1,77,10.628659,0.527162671089172,,0.00999999977648258,87.5,6.89490795135498,,,iteration
1,78,10.636661,0.468406438827515,,0.00999999977648258,90.625,6.8603458404541,,,iteration
1,79,10.644323,0.614469647407532,,0.00999999977648258,84.375,6.88540983200073,,,iteration
1,80,10.65178,0.437747091054916,,0.00999999977648258,93.75,7.05155801773071,,,iteration
1,81,10.659229,0.397935777902603,,0.00999999977648258,93.75,7.08884000778198,,,iteration
1,82,10.666732,0.477114260196686,,0.00999999977648258,90.625,7.15937757492065,,,iteration
1,83,10.674161,0.621862769126892,,0.00999999977648258,75,6.68402767181396,,,iteration
1,84,10.681752,0.439334481954575,,0.00999999977648258,87.5,7.21871995925903,,,iteration
1,85,10.689753,0.506039917469025,,0.00999999977648258,87.5,6.8489146232605,,,iteration
1,86,10.697295,0.383673906326294,,0.00999999977648258,93.75,6.63726282119751,,,iteration
1,87,10.704779,0.476372957229614,,0.00999999977648258,90.625,7.25916337966919,,,iteration
1,88,10.712269,0.769593775272369,,0.00999999977648258,65.625,7.72169876098633,,,iteration
1,89,10.719728,0.54468560218811,,0.00999999977648258,84.375,7.47344589233398,,,iteration
1,90,10.727252,0.613588094711304,,0.00999999977648258,87.5,6.78667879104614,,,iteration
1,91,10.735199,0.442689657211304,,0.00999999977648258,90.625,6.92221593856812,,,iteration
1,92,10.743159,0.590557813644409,,0.00999999977648258,78.125,6.45933151245117,,,iteration
1,93,10.750761,0.302791357040405,,0.00999999977648258,96.875,6.9964919090271,,,iteration
1,94,10.758521,0.480863153934479,,0.00999999977648258,87.5,7.78296852111816,,,iteration
1,95,10.766399,0.598094284534454,,0.00999999977648258,78.125,6.73077869415283,,,iteration
1,96,10.773885,0.435299098491669,,0.00999999977648258,87.5,7.03241634368896,,,iteration
1,97,10.781335,0.241478204727173,,0.00999999977648258,96.875,7.53446674346924,,,iteration
1,98,10.788826,0.507053554058075,,0.00999999977648258,81.25,7.56965303421021,,,iteration
1,99,10.796297,0.593132615089417,,0.00999999977648258,84.375,7.00467872619629,,,iteration
1,100,10.8039,0.602759540081024,,0.00999999977648258,78.125,7.22020816802979,,,iteration
1,101,10.812242,0.495530962944031,,0.00999999977648258,87.5,7.36963748931885,,,iteration
1,102,10.820862,0.349518656730652,,0.00999999977648258,90.625,7.67518758773804,,,iteration
1,103,10.829357,0.431248605251312,,0.00999999977648258,84.375,8.14473247528076,,,iteration
1,104,10.837333,0.614684522151947,,0.00999999977648258,81.25,7.64176940917969,,,iteration
1,105,10.844979,0.48936203122139,,0.00999999977648258,90.625,7.9649920463562,,,iteration
1,106,10.8525,0.317795813083649,,0.00999999977648258,90.625,8.14211368560791,,,iteration
1,107,10.860021,0.359865754842758,,0.00999999977648258,84.375,8.38899326324463,,,iteration
1,108,10.867472,0.418818116188049,,0.00999999977648258,93.75,7.73056507110596,,,iteration
1,109,10.874881,0.574017703533173,,0.00999999977648258,81.25,7.33497858047485,,,iteration
1,110,10.882307,0.42719230055809,,0.00999999977648258,87.5,8.10020923614502,,,iteration
1,111,10.889803,0.352332264184952,,0.00999999977648258,87.5,7.50386428833008,,,iteration
1,112,10.897261,0.411521971225739,,0.00999999977648258,84.375,8.15633964538574,,,iteration
1,113,10.905379,0.319922894239426,,0.00999999977648258,90.625,8.16151428222656,,,iteration
1,114,10.913183,0.706289529800415,,0.00999999977648258,81.25,7.98653507232666,,,iteration
1,115,10.920828,0.44343963265419,,0.00999999977648258,90.625,7.43686103820801,,,iteration
1,116,10.928969,0.333804935216904,,0.00999999977648258,87.5,7.03070878982544,,,iteration
1,117,10.936957,0.373868763446808,,0.00999999977648258,90.625,7.96191549301147,,,iteration
1,118,10.944555,0.733483672142029,,0.00999999977648258,84.375,7.1218843460083,,,iteration
1,119,10.952027,0.23594543337822,,0.00999999977648258,93.75,7.33882093429565,,,iteration
1,120,10.959646,0.641297042369843,,0.00999999977648258,81.25,7.99122667312622,,,iteration
1,121,10.967085,0.358167231082916,,0.00999999977648258,84.375,7.78848695755005,,,iteration
1,122,10.974556,0.301827400922775,,0.00999999977648258,90.625,8.14274215698242,,,iteration
1,123,10.98202,0.521577537059784,,0.00999999977648258,78.125,7.96533393859863,,,iteration
1,124,10.990024,0.571458339691162,,0.00999999977648258,78.125,7.99542379379272,,,iteration
1,125,10.998043,0.621681749820709,,0.00999999977648258,81.25,7.77302694320679,,,iteration
1,126,11.006436,0.252343505620956,,0.00999999977648258,90.625,7.98266506195068,,,iteration
1,127,11.015583,0.314063459634781,,0.00999999977648258,90.625,7.67530250549316,,,iteration
1,128,11.024175,0.459244728088379,,0.00999999977648258,90.625,8.14211750030518,,,iteration
1,129,11.032865,0.589537441730499,,0.00999999977648258,78.125,8.62167930603027,,,iteration
1,130,11.041116,0.421894669532776,,0.00999999977648258,87.5,7.97685956954956,,,iteration
1,131,11.048664,0.676532864570618,,0.00999999977648258,78.125,8.31822681427002,,,iteration
1,132,11.056149,0.245223104953766,,0.00999999977648258,93.75,8.80639457702637,,,iteration
1,133,11.063646,0.330942273139954,,0.00999999977648258,93.75,7.74665594100952,,,iteration
1,134,11.071095,0.355928301811218,,0.00999999977648258,90.625,8.45601177215576,,,iteration
1,135,11.078542,0.330321848392487,,0.00999999977648258,90.625,8.42534828186035,,,iteration
1,136,11.086004,0.355417758226395,,0.00999999977648258,90.625,7.85925054550171,,,iteration
1,137,11.09411,0.473524004220963,,0.00999999977648258,84.375,7.85837030410767,,,iteration
1,138,11.102754,0.36658576130867,,0.00999999977648258,84.375,8.17057323455811,,,iteration
1,139,11.11093,0.395297884941101,,0.00999999977648258,87.5,8.38066387176514,,,iteration
1,140,11.118829,0.402198910713196,,0.00999999977648258,93.75,8.21058177947998,,,iteration
1,141,11.126937,0.442255675792694,,0.00999999977648258,87.5,7.24568510055542,,,iteration
1,142,11.134947,0.426873862743378,,0.00999999977648258,87.5,7.93531274795532,,,iteration
1,143,11.142882,0.501265227794647,,0.00999999977648258,81.25,7.98431253433228,,,iteration
1,144,11.150876,0.493670552968979,,0.00999999977648258,87.5,7.9880838394165,,,iteration
1,145,11.159583,0.32339009642601,,0.00999999977648258,90.625,8.38709163665771,,,iteration
1,146,11.167671,0.45496279001236,,0.00999999977648258,84.375,7.99969959259033,,,iteration
1,147,11.175206,0.447544783353806,,0.00999999977648258,87.5,8.4924259185791,,,iteration
1,148,11.182688,0.402444303035736,,0.00999999977648258,87.5,8.93128395080566,,,iteration
1,149,11.190207,0.289454340934753,,0.00999999977648258,87.5,8.49661254882812,,,iteration
1,150,11.197678,0.244285151362419,,0.00999999977648258,93.75,8.29312515258789,,,iteration
1,151,11.205161,0.277496129274368,,0.00999999977648258,90.625,9.09048748016357,,,iteration
1,152,11.212711,0.437126278877258,,0.00999999977648258,84.375,8.45665550231934,,,iteration
1,153,11.220206,0.597740292549133,,0.00999999977648258,84.375,8.42026615142822,,,iteration
1,154,11.227688,0.355587661266327,,0.00999999977648258,90.625,8.49611949920654,,,iteration
1,155,11.235136,0.2590591609478,,0.00999999977648258,90.625,9.32390308380127,,,iteration
1,156,11.242694,0.48074796795845,,0.00999999977648258,81.25,8.23972129821777,,,iteration
1,157,11.250172,0.404848456382751,,0.00999999977648258,84.375,7.73893404006958,,,iteration
1,158,11.257641,0.4648357629776,,0.00999999977648258,87.5,9.02219867706299,,,iteration
1,159,11.265119,0.408722013235092,,0.00999999977648258,90.625,9.09980297088623,,,iteration
1,160,11.272617,0.236970707774162,,0.00999999977648258,93.75,8.84163284301758,,,iteration
1,161,11.280094,0.461958914995193,,0.00999999977648258,90.625,8.48537731170654,,,iteration
1,162,11.287606,0.545283496379852,,0.00999999977648258,81.25,8.75915908813477,,,iteration
1,163,11.295059,0.40714156627655,,0.00999999977648258,87.5,8.09513473510742,,,iteration
1,164,11.302545,0.669499754905701,,0.00999999977648258,75,9.00881576538086,,,iteration
1,165,11.310059,0.242468282580376,,0.00999999977648258,93.75,8.58265113830566,,,iteration
1,166,11.318214,0.456888318061829,,0.00999999977648258,81.25,8.89870643615723,,,iteration
1,167,11.326747,0.336510419845581,,0.00999999977648258,90.625,8.57622718811035,,,iteration
1,168,11.33517,0.435607105493546,,0.00999999977648258,87.5,8.99313545227051,,,iteration
1,169,11.343829,0.257367610931396,,0.00999999977648258,93.75,8.38750267028809,,,iteration
1,170,11.352367,0.512623369693756,,0.00999999977648258,81.25,8.43374347686768,,,iteration
1,171,11.360224,0.424389243125916,,0.00999999977648258,87.5,8.62036228179932,,,iteration
1,172,11.367776,0.248917832970619,,0.00999999977648258,93.75,8.88718795776367,,,iteration
1,173,11.375273,0.724188029766083,,0.00999999977648258,78.125,7.94769906997681,,,iteration
1,174,11.382784,0.254817813634872,,0.00999999977648258,93.75,9.6986722946167,,,iteration
1,175,11.390326,0.44608536362648,,0.00999999977648258,87.5,8.73107051849365,,,iteration
