mnames,eps,trloss,acc,times
fcnet,1,0.6033964157104492,0.8991000056266785,8689860595
fcnet,2,0.35733160376548767,0.9042999744415283,3474817027
fcnet,3,0.3138221502304077,0.920199990272522,3472518400
fcnet,4,0.2860451936721802,0.9218999743461609,3470579891
fcnet,5,0.26292309165000916,0.9304999709129333,3463900185
fcnet,6,0.24245353043079376,0.9340999722480774,3470440364
fcnet,7,0.22395655512809753,0.9344000220298767,3464205567
fcnet,8,0.207668736577034,0.9426000118255615,3473322895
fcnet,9,0.1934233009815216,0.9433000087738037,3469343995
fcnet,10,0.1807452291250229,0.945900022983551,3470037236
fcnet,11,0.16934378445148468,0.9508000016212463,3467607947
fcnet,12,0.1594584435224533,0.9545999765396118,3470901540
fcnet,13,0.1504126787185669,0.9559000134468079,3467845228
fcnet,14,0.14279916882514954,0.954800009727478,3468714165
fcnet,15,0.1355230063199997,0.9591000080108643,3462837746
resnet50,1,1.7971594333648682,0.42010000348091125,148252277791
resnet50,2,1.4727654457092285,0.490200012922287,118766268798
resnet50,3,1.320005178451538,0.5372999906539917,118894105018
resnet50,4,1.1877307891845703,0.5403000116348267,118881183414
resnet50,5,1.072345495223999,0.6055999994277954,118918380553
resnet50,6,0.9725214838981628,0.6100999712944031,118883097576
resnet50,7,0.8731408715248108,0.6220999956130981,118847428913
resnet50,8,0.7869564890861511,0.6299999952316284,118891195371
resnet50,9,0.7069113850593567,0.6391000151634216,118872936109
resnet50,10,0.6284695267677307,0.642799973487854,118891223961
resnet50,11,0.568329393863678,0.6424000263214111,118889491483
resnet50,12,0.4991556704044342,0.6514000296592712,118893847408
resnet50,13,0.44626301527023315,0.6611999869346619,118880018637
resnet50,14,0.39572766423225403,0.65829998254776,118865447751
resnet50,15,0.35444527864456177,0.6539999842643738,118903815135
densenet121,1,1.7027688026428223,0.451200008392334,129365046239
densenet121,2,1.383558750152588,0.5295000076293945,87187142631
densenet121,3,1.1979267597198486,0.5694000124931335,87169393587
densenet121,4,1.0609654188156128,0.620199978351593,87088512246
densenet121,5,0.9490715861320496,0.6323999762535095,87146180873
densenet121,6,0.8535807728767395,0.6498000025749207,87159909582
densenet121,7,0.7633343935012817,0.6621999740600586,87124925935
densenet121,8,0.6879085898399353,0.6891999840736389,87138788587
densenet121,9,0.6133729219436646,0.6832000017166138,87240047017
densenet121,10,0.543785810470581,0.7024000287055969,87228675308
densenet121,11,0.4925629794597626,0.6875,87137637508
densenet121,12,0.4371781647205353,0.6855999827384949,87106210918
densenet121,13,0.3879823386669159,0.7009000182151794,87214464911
densenet121,14,0.34152698516845703,0.6988999843597412,87117986088
densenet121,15,0.30221933126449585,0.714900016784668,87110682861
mobilenet_v2,1,1.8472172021865845,0.10000000149011612,91738305560
mobilenet_v2,2,1.51796293258667,0.10000000149011612,75365338886
mobilenet_v2,3,1.3800219297409058,0.10000000149011612,75360333444
mobilenet_v2,4,1.2846184968948364,0.3549000024795532,75364989975
mobilenet_v2,5,1.2061121463775635,0.572700023651123,75367822428
mobilenet_v2,6,1.1396673917770386,0.555899977684021,75357588350
mobilenet_v2,7,1.0840280055999756,0.5989999771118164,75374721300
mobilenet_v2,8,1.0267424583435059,0.578499972820282,75368095694
mobilenet_v2,9,0.9822022914886475,0.6180999875068665,75381467325
mobilenet_v2,10,0.9394178986549377,0.6248999834060669,75366439164
mobilenet_v2,11,0.8951430320739746,0.6233999729156494,75358247622
mobilenet_v2,12,0.8593124151229858,0.6474000215530396,75364225076
mobilenet_v2,13,0.8269991278648376,0.6502000093460083,75386907904
mobilenet_v2,14,0.7965816259384155,0.6644999980926514,75371247911
mobilenet_v2,15,0.7654072642326355,0.6639000177383423,75393624008
convnext_small,1,1.5510493516921997,0.5005999803543091,237150221843
convnext_small,2,1.267211675643921,0.5386000275611877,188713678869
convnext_small,3,1.1253533363342285,0.5503000020980835,188404471603
convnext_small,4,1.0093458890914917,0.5361999869346619,189219503388
convnext_small,5,0.8980522751808167,0.550000011920929,190211774028
convnext_small,6,0.789338231086731,0.5561000108718872,188937168906
convnext_small,7,0.6809990406036377,0.5638999938964844,189027971294
convnext_small,8,0.5705519318580627,0.5672000050544739,192075744078
convnext_small,9,0.46651551127433777,0.5665000081062317,190791390374
convnext_small,10,0.3625880777835846,0.5708000063896179,192587907404
convnext_small,11,0.2678573727607727,0.5658000111579895,190824043461
convnext_small,12,0.1838310956954956,0.5637000203132629,193050413946
convnext_small,13,0.11505560576915741,0.5737000107765198,188752581656
convnext_small,14,0.06547526270151138,0.571399986743927,191279195339
convnext_small,15,0.03466285765171051,0.5788000226020813,188874305039
